"Key","SourceString"
"DFr_D7F8AD18.Text","“The King volunteered to be executed by a basilisk. However once in the pit with it he smote it down with his glunderbuss.”"
"DFr_E7B02363.Text","“By all means.”"
"DFr_643BF064.Text","“Okay sure thing!”"
"DFr_EEF0FE6D.Text","Who am I to judge why you choose to pass judgement on the King. Maybe that is why he has fallen ill... He may need to be humbled.."
"DFr_90FDFD14.Text","AAH... No-No stupid Gmith you are making a fool of yourself stop thinking. Just do as your told."
"DFr_FB97DE97.Text","*Whimpers* NO! Please! I did not  meant it.."
"DFr_3963B6E4.Text","“You are kind and wise in a way I can only admire..."
"DFr_401A0605.Text","“Sadly not. The vines had tightened too tightly around the leg of Guncle.”"
"DFr_AA273326.Text","“In the end they had to amputate it to save his life.”"
"DFr_688089E2.Text","“King Grancis has never told anyone.”"
"DFr_C13AABA9.Text","“He said the cave was so dangerous he did not want any pilgrims to travel there for its symbolic significance.”"
"DFr_9AD56027.Text","*Sigh* Thank goodness. You had me terrified."
"DFr_B172385B.Text","To be executed for that statement... or even worse. Marked as a heretic. Would be a shame on my family name."
"DFr_C2B78656.Text","*Smooch* M-pw-ease- Muah- Accept..-Schmooch- This apology."
"DFr_A67123EC.Text","...You are kind and wise in a way I can only admire..."
"DFr_F8AC95B7.Text","*Tears streaking down his cheeks*"
"DFr_656139D1.Text","*Slobbering* I -gid- got- gean -git! I'm gorry."
"DFr_4E90AFB7.Text","...You are kind and wise in a way I can only admire..."
"DFr_9B35D53F.Text","*Sniffling* It's okay. I deserved it."
"DFr_79218983.Text","“He the preached to the tribes of his virtues and was exiled for it. But some agreed with him and joined his cause.”"
"DFr_72EDE72B.Text","“Blessed be Garcosa and Caldarias light to have led us from such dark times.”"
"DFr_CBB8D1FB.Text","“I will not speak of these heretical matters with you. Archbishop Gyre prohibited discussion into the history of this cruel ritual.”"
"DFr_7572354B.Text","“Lest any dark souls try to re-enact the past..”"
"DFr_45B2EF91.Text","“Thank you. Now let us see here...”"
"DFr_62B98FD2.Text","No. but everyone in Garcosa has heard the legendary tales of the Blade of Caldaria"
"DFr_66B5262C.Text","Gmith: He killed many rebellious heretics. leading the assault to capture the port of Xilvao"
"DFr_6A4DB094.Text","Gmith: Vile gnomes. dancing and fornicating at all hours"
"DFr_6E200928.Text","He designed the frameworks for the city as well as the large mills that churn out stone and starch from the ground"
"DFr_1F557D02.Text","Food and shelter was provided to all at a fraction of the manpower!"
"DFr_D87E9ECB.Text","They would even eat their own children"
"DFr_46ABEFC1.Text","Gmith: Yes he was, armed with that Gleaver you carry. a fine invention of our king Grancis."
"DFr_283F5497.Text","Our king was the greatest tinkerer. He created the Glunderbuss as well.  The architect of our kingdoms great castles."
"DFr_941A5131.Text","Gmith: Yes. they could not keep their obscene traditions after witnessing her terrifying beauty firsthand"
"DFr_028E95F8.Text","They surrendered on the spot"
"DFr_9F316B7F.Text","It had multiple styles of cooking and was effective to carry."
"DFr_8FFCCA19.Text","Its lethal capacity also allowed divine dishes to be created in the hunt. instead of needing to capture the beasts first and then begin the ritual."
"DFr_31BA328A.Text","Okay sure thing!"
"DFr_CC0FC527.Text","Gmith: By all means"
"DFr_B198A6EA.Text","“He is very much connected to his illness.”"
"DFr_38F7D554.Text","“He's made your king have to atone for his blindness.”"
"DFr_F5E5ACCD.Text","Played with a guardsmans teeth"
"DFr_6C253D19.Text","Plates have intent"
"DFr_A3E975B9.Text","Going in circles if the king stays this way."
"DFr_FE15E733.Text","“He is blind to the nature of this world.”"
"DFr_E931A4A0.Text","“Yes, but dying of what exactly?”"
"DFr_54366DE4.Text","“Hiding behind the veneer of order and progress.”"
"DFr_B2ACBE16.Text","What is the true purpose of the cauldron?"
"DFr_4884B0CE.Text","Learn more as you go deeper."
"DFr_345455CC.Text","“The king is dying from an antidote to a poison he has carried for centuries!”"
"DFr_7A6E73B6.Text","This is all a circle. And your confusion will keep you going in a loop."
"DFr_0B3E2434.Text","“Ah but he isn't dying. It's Garcosa itself which is mortally wounded.”"
"DFr_20BEA365.Text","“Not necessarily. The King would be replaced by one of his many sons. Each eager to become ruler of all."
"DFr_E2B8F4EE.Text","“What if the Kindom is the poison?”"
"DFr_DA4323F1.Text","“Guncle has started a chain reaction that will result in the death of our world. Unless you intervene.”"
"DFr_059857CA.Text","“There would likely be a civil war. But after the conflict things would mostly return to as they are.”"
"DFr_8794B7E1.Text","“Would you not agree that the antidote would kill the kingdom?”"
"DFr_41154296.Text","“That is exactly right, if you provide him with a divine dish created with the intent of Gooker, nothing will change.”"
"DFr_3D74A012.Text","“To save the whole of the forest. You must enlighten him further.”"
"DFr_E2692AB3.Text","“Ahh you are mistaken, he is not dying from poison my dear Ghunter.”"
"DFr_1F88F027.Text","There is no difference between those two things."
"DFr_B2C4D140.Text","The king has had his mind poisoned."
"DFr_EC00293C.Text","He imposed his view of the cauldron on everyone else."
"DFr_7844A8F5.Text","As well as his view of Caldaria."
"DFr_DF2D4283.Text","Be that as it may"
"DFr_183C9CE9.Text","“And as things currently are. Garcosa expansionism will kill consume all life within the cauldron.”"
"DFr_74E2CCA9.Text","“Thank you. Now let us see here...”"
"DFr_C0650CBE.Text","“He showed the king another true aspect of our goddess Caldaria.”"
"DFr_078939FD.Text","“Nope.”"
"DFr_D381F319.Text","“Treason to whom? I have never sworn allegiance to King Grancis, I answer only to Caldaria.”"
"DFr_F60E2EBF.Text","“The King has now seen both sides of the coin. Running from its vision with his tail between his legs, sticking his head into the comfortable sand of his inland empire.”"
"DFr_9B055BF4.Text","“He showed the king another true aspect of our goddess Caldaria.”"
"DFr_62648EEF.Text","“No he is not.”"
"DFr_D369F3DF.Text","“Because it was his destiny to rebalance the scales.”"
"DFr_6AD719D9.Text","“Just how Caldaria wished for the tribes to come to an end, she desires Garcosa to end.”"
"DFr_9BE34BED.Text","“No.”"
"DFr_43696442.Text","“She wishes for it to be reborn, which cannot occur in the swamps of Caldarian ideology.”"
"DFr_DEE7B76F.Text","“Actually Caldaria was very fond of the tribes. She saw their differing beliefs as a great melting pot of change.”"
"DFr_C9890A2A.Text","“However, she grew to despise The Damsel.”"
"DFr_15DA8F51.Text","“In a sense. She despised the impact it had on the tribes.”"
"DFr_8AE080C2.Text","“They became unified under a shared ideal. Over millennia, the fermented broth coagulated each tribe to become more similar to each other.”"
"DFr_50AED4C9.Text","“No wars were fought, there were no great famines, no great plagues. The tribes settled into a perfectly balanced ecosystem of harmony. ”"
"DFr_50FD0AD7.Text","*Gavern let's out a massive burp*"
"DFr_729115A7.Text","“She does not hate utopia, she loves change.”"
"DFr_5AFA8D02.Text","“That's great! You have imposed your mortal emotions unto a goddess.”"
"DFr_074FDEB5.Text","“Change however, requires creation... and destruction.”"
"DFr_5671859E.Text","“The Damsel strangled the many possible paths of the Shroomwood's future into a perfect circle.”"
"DFr_4E369191.Text","“Does it not? What would you change in a perfect world?”"
"DFr_95B65182.Text","“Indeed they were not, but their trajectory was one towards it. Change had stagnated to a single repeating note.”"
"DFr_1AC62A2D.Text","“Exactly. The Damsel was directly conflicting with Caldarias Will. Just as King Grancis has with his dogmatic delusions of divinity.”"
"DFr_60037465.Text","“This is why both have to end, Cauldron must bless us with new fruit.”"
"DFr_50C61084.Text","“He did. In the most fantastic of fashions.”"
"DFr_CBD7DB68.Text","“No, all visions are in her name, whether or not they intend to be.”"
"DFr_ABAE529A.Text","“The visions of The Damsel however, were leading to a place of stagnation.”"
"DFr_1D655847.Text","“Because she wishes for change, which will always require creation...”"
"DFr_707C76AF.Text","“Out of the destruction of the past.”"
"DFr_6FD8DCA9.Text","“King Grancis created a monotheistic faith, with him at the helm.”"
"DFr_BA64E17B.Text","“He imposed his will upon the Shroomwoods and broke the cycle. Declaring any who believed in the philosophy of the tribes a heretic.”"
"DFr_7B874BDC.Text","“It is a clarity achieved through the path of insanity. While madness in a single soul is a rare flower, in crowds, gatherings, societies, and eras, it blooms wildly, becoming the very fabric of the collective.”"
"DFr_5630129F.Text","“In unity, delusion dances freely; a symphony of disarray leading the way towards the common denominator in us all.”"
"DFr_548D7CC6.Text","“Oh but we are, we are cursed with sentiency. Conscious reasoning conflicts against our instincts at every turn.”"
"DFr_9C7BF30D.Text","“We all fear the unknown.”"
"DFr_6AB26469.Text","“For we fear the unknown, and our minds desire to discover unknown truths. Putting us at an impassable paradox of insanity”"
"DFr_7E7C28B1.Text","“Yet our awareness yearns to discover unknown truths. Putting us at an impassable paradox of insanity”"
"DFr_6D047951.Text","“For we fear the unknown, and our minds desire to discover unknown truths. Putting us at an impassable paradox of insanity”"
"DFr_185C654C.Text","“Oh you pretentious and noble stoic!, so lofty in your aspirations! ”"
"DFr_3F02DF0F.Text","“Yet, ponder this: you wish to live in harmony with nature, a force equally extravagant and indifferent to you. This Utopia is a contradiction wrapped in a neglectful cradle.”"
